"City","State","Total","X1_Units","X2_Units","X3.4_Units","X5.Inf_Units"
"Abilene","TX MSA",2158,2028,130,0,0
"Albany","GA MSA",6584,6584,0,0,0
"Albany-Schenectady-Troy","NYMSA",22113,21394,430,0,289
"Albuquerque","NM MSA",11769,11337,0,432,0
"Alexandria","LA MSA",3907,3392,0,0,515
"Allentown-Bethlehem-Easton PA MSA","18154",17924,0,230,0,NA
"Altoona","PA MSA",588,588,0,0,0
"Amarillo","TX MSA",8059,7950,109,0,0
"Anchorage","AK MSA",17751,12450,5301,0,0
"Anniston","AL MSA",3517,3517,0,0,0
"Appleton-Oshkosh-Neenah","WIMSA",18821,16044,416,960,1401
"Asheville","NC MSA",22320,19400,486,165,2269
"Athens","GA MSA",11085,11085,0,0,0
"Atlanta","GA MSA",499232,428158,775,2314,67985
"Auburn-Opelika","AL MSA",9510,4119,692,359,4340
"Augusta-Aiken","GA-SC MSA",36211,31527,0,0,4684
"Austin-San Marcos","TX MSA",91302,67896,543,206,22657
"Bakersfield","CA MSA",25178,24169,0,358,651
"Bangor","ME MSA",622,622,0,0,0
"Barnstable-Yarmouth","MA MSA",11423,11423,0,0,0
"Baton Rouge","LA MSA",9494,9494,0,0,0
"Beaumont-Port Arthur","TX MSA",5787,5787,0,0,0
"Bellingham","WA MSA",10667,8813,416,241,1197
"Benton Harbor","MI MSA",1166,1166,0,0,0
"Billings","MT MSA",4865,4865,0,0,0
"Biloxi-Gulfport-Pascagoula MS MSA","15446",15446,0,0,0,NA
"Binghamton","NY MSA",946,946,0,0,0
"Birmingham","AL MSA",54820,53279,0,0,1541
"Bismarck","ND MSA",3776,1391,0,0,2385
"Bloomington","IN MSA",7669,5179,171,296,2023
"Bloomington-Normal","IL MSA",3467,3467,0,0,0
"Boise City","ID MSA",55263,51592,520,150,3001
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","186598",170483,5234,2131,8750,NA
"Brownsville-Harlingen-SanBenito","TX MSA",15069,14150,403,353,163
"Bryan-College Station","TX MSA",7477,6697,780,0,0
"Buffalo-Niagara Falls","NY MSA",19299,18734,266,0,299
"Burlington","VT MSA",5035,3215,0,0,1820
"Canton-Massillon","OH MSA",10042,9855,0,0,187
"Casper","WY MSA",1374,1374,0,0,0
"Cedar Rapids","IA MSA",3826,3058,190,578,0
"Champaign-Urbana","IL MSA",7689,4311,0,0,3378
"Charleston-NorthCharleston","SC MSA",59364,55342,321,380,3321
"Charleston","WV MSA",3344,3088,0,0,256
"Charlotte-Gastonia-RockHill","NC-SC MSA",161322,154531,0,907,5884
"Charlottesville","VA MSA",46495,42495,0,0,4000
"Chattanooga","TN-GA MSA",19897,19360,240,50,247
"Cheyenne","WY MSA",3316,3316,0,0,0
"Chicago-Gary-Kenosha","IL-IN-WI CMSA",364968,309925,2715,7914,44414
"Chico-Paradise","CA MSA",11377,11281,96,0,0
"Cincinnati-Hamilton","OH-KY-IN CMSA",97915,87116,266,503,10030
"Clarksville-Hopkinsville TN-KY MSA","7425",6145,1280,0,0,NA
"Cleveland-Akron","OH CMSA",93893,91171,661,1002,1059
"Colorado Springs","CO MSA",34460,33197,150,631,482
"Columbia","MO MSA",8393,8248,145,0,0
"Columbia","SC MSA",34238,34238,0,0,0
"Columbus","GA-AL MSA",12838,12590,248,0,0
"Columbus","OH MSA",123831,111910,213,1465,10243
"Corpus Christi","TX MSA",6731,6264,116,351,0
"Corvallis OR MSA","2994",2994,0,0,0,NA
"Cumberland","MD-WV MSA",1102,1102,0,0,0
"Dallas-Fort Worth","TX CMSA",461464,416266,1895,0,43303
"Danville","VA MSA",2909,2853,0,56,0
"Davenport-Moline-RockIsland","IA-IL MSA",4231,3256,266,0,709
"Dayton-Springfield","OH MSA",16714,16357,140,217,0
"Daytona Beach","FL MSA",74475,71103,2508,208,656
"Decatur","Al MSA",4700,4700,0,0,0
"Decatur","IL MSA",1333,1048,0,0,285
"Denver-Boulder-Greeley","COCMSA",276481,189658,953,6210,79660
"Des Moines","IA MSA",50245,25197,575,1282,23191
"Detroit-Ann Arbor-Flint","MICMSA",196164,178060,7270,558,10276
"Dothan","AL MSA",2353,2353,0,0,0
"Dover","DE MSA",9198,9198,0,0,0
"Dubuque","IA MSA",1332,1332,0,0,0
"Duluth-Superior","MN-WI MSA",2511,2287,0,224,0
"Eau Claire","WI MSA",1831,1831,0,0,0
"El Paso","TX MSA",17896,17771,125,0,0
